drug_name,form,active_ingredient,strength,status
METFORMIN HYDROCHLORIDE,TABLET;ORAL,METFORMIN HYDROCHLORIDE,500MG,Unknown
METFORMIN HYDROCHLORIDE,TABLET;ORAL,METFORMIN HYDROCHLORIDE,850MG,Unknown
METFORMIN HYDROCHLORIDE,TABLET;ORAL,METFORMIN HYDROCHLORIDE,1GM,Unknown
CARBOPLATIN,INJECTABLE;INTRAVENOUS,CARBOPLATIN,50MG/5ML (10MG/ML),Unknown
CARBOPLATIN,INJECTABLE;INTRAVENOUS,CARBOPLATIN,150MG/15ML (10MG/ML),Unknown
CARBOPLATIN,INJECTABLE;INTRAVENOUS,CARBOPLATIN,450MG/45ML (10MG/ML),Unknown
CARBOPLATIN,INJECTABLE;INTRAVENOUS,CARBOPLATIN,600MG/60ML (10MG/ML),Unknown
LEVOFLOXACIN,TABLET;ORAL,LEVOFLOXACIN,750MG,Unknown
OFLOXACIN,TABLET;ORAL,OFLOXACIN,200MG,Unknown
OFLOXACIN,TABLET;ORAL,OFLOXACIN,300MG,Unknown
OFLOXACIN,TABLET;ORAL,OFLOXACIN,400MG,Unknown
ORSYTHIA,TABLET;ORAL-28,ETHINYL ESTRADIOL; LEVONORGESTREL,0.02MG;0.1MG,Unknown
DIVALPROEX SODIUM,"TABLET, DELAYED RELEASE;ORAL",DIVALPROEX SODIUM,EQ 125MG VALPROIC ACID,Unknown
DIVALPROEX SODIUM,"TABLET, DELAYED RELEASE;ORAL",DIVALPROEX SODIUM,EQ 250MG VALPROIC ACID,Unknown
DIVALPROEX SODIUM,"TABLET, DELAYED RELEASE;ORAL",DIVALPROEX SODIUM,EQ 500MG VALPROIC ACID,Unknown
QUASENSE,TABLET;ORAL,ETHINYL ESTRADIOL; LEVONORGESTREL,0.03MG;0.15MG,Unknown
CALCITRIOL,INJECTABLE;INJECTION,CALCITRIOL,0.001MG/ML,Unknown
VALPROIC ACID,SYRUP;ORAL,VALPROIC ACID,250MG/5ML,Unknown
SERTRALINE HYDROCHLORIDE,TABLET;ORAL,SERTRALINE HYDROCHLORIDE,EQ 25MG BASE,Unknown
SERTRALINE HYDROCHLORIDE,TABLET;ORAL,SERTRALINE HYDROCHLORIDE,EQ 50MG BASE,Unknown
SERTRALINE HYDROCHLORIDE,TABLET;ORAL,SERTRALINE HYDROCHLORIDE,EQ 100MG BASE,Unknown
DEXMETHYLPHENIDATE HYDROCHLORIDE,TABLET;ORAL,DEXMETHYLPHENIDATE HYDROCHLORIDE,5MG,Unknown
DEXMETHYLPHENIDATE HYDROCHLORIDE,TABLET;ORAL,DEXMETHYLPHENIDATE HYDROCHLORIDE,10MG,Unknown
DEXMETHYLPHENIDATE HYDROCHLORIDE,TABLET;ORAL,DEXMETHYLPHENIDATE HYDROCHLORIDE,2.5MG,Unknown
HALOBETASOL PROPIONATE,OINTMENT;TOPICAL,HALOBETASOL PROPIONATE,0.05%,Unknown
BETAMETHASONE DIPROPIONATE,"LOTION, AUGMENTED;TOPICAL",BETAMETHASONE DIPROPIONATE,EQ 0.05% BASE,Unknown
ONDANSETRON HYDROCHLORIDE,TABLET;ORAL,ONDANSETRON HYDROCHLORIDE,EQ 4MG BASE,Unknown
ONDANSETRON HYDROCHLORIDE,TABLET;ORAL,ONDANSETRON HYDROCHLORIDE,EQ 8MG BASE,Unknown
ONDANSETRON HYDROCHLORIDE,TABLET;ORAL,ONDANSETRON HYDROCHLORIDE,EQ 24MG BASE,Unknown
METFORMIN HYDROCHLORIDE,"TABLET, EXTENDED RELEASE;ORAL",METFORMIN HYDROCHLORIDE,750MG,Unknown
IBUPROFEN,TABLET;ORAL,IBUPROFEN,400MG,Unknown
IBUPROFEN,TABLET;ORAL,IBUPROFEN,600MG,Unknown
IBUPROFEN,TABLET;ORAL,IBUPROFEN,800MG,Unknown
MIDAZOLAM HYDROCHLORIDE,SYRUP;ORAL,MIDAZOLAM HYDROCHLORIDE,EQ 2MG BASE/ML,Unknown
ALBUTEROL SULFATE AND IPRATROPIUM BROMIDE,SOLUTION;INHALATION,ALBUTEROL SULFATE; IPRATROPIUM BROMIDE,EQ 0.083% BASE;0.017%,Unknown
CARBIDOPA AND LEVODOPA,TABLET;ORAL,CARBIDOPA; LEVODOPA,10MG;100MG,Unknown
CARBIDOPA AND LEVODOPA,TABLET;ORAL,CARBIDOPA; LEVODOPA,25MG;100MG,Unknown
CARBIDOPA AND LEVODOPA,TABLET;ORAL,CARBIDOPA; LEVODOPA,25MG;250MG,Unknown
BACLOFEN,TABLET;ORAL,BACLOFEN,20MG,Unknown
BACLOFEN,TABLET;ORAL,BACLOFEN,20MG,Unknown
DESMOPRESSIN ACETATE,TABLET;ORAL,DESMOPRESSIN ACETATE,0.1MG,Unknown
DESMOPRESSIN ACETATE,TABLET;ORAL,DESMOPRESSIN ACETATE,0.2MG,Unknown
HALOBETASOL PROPIONATE,CREAM;TOPICAL,HALOBETASOL PROPIONATE,0.05%,Unknown
METFORMIN HYDROCHLORIDE,"TABLET, EXTENDED RELEASE;ORAL",METFORMIN HYDROCHLORIDE,500MG,Unknown
AMIFOSTINE,INJECTABLE;INJECTION,AMIFOSTINE,500MG/VIAL,Unknown
NIFEDIPINE,"TABLET, EXTENDED RELEASE;ORAL",NIFEDIPINE,30MG,Unknown
NIFEDIPINE,"TABLET, EXTENDED RELEASE;ORAL",NIFEDIPINE,60MG,Unknown
NIFEDIPINE,"TABLET, EXTENDED RELEASE;ORAL",NIFEDIPINE,90MG,Unknown
BENAZEPRIL HYDROCHLORIDE,TABLET;ORAL,BENAZEPRIL HYDROCHLORIDE,5MG,Unknown
BENAZEPRIL HYDROCHLORIDE,TABLET;ORAL,BENAZEPRIL HYDROCHLORIDE,10MG,Unknown
BENAZEPRIL HYDROCHLORIDE,TABLET;ORAL,BENAZEPRIL HYDROCHLORIDE,20MG,Unknown
BENAZEPRIL HYDROCHLORIDE,TABLET;ORAL,BENAZEPRIL HYDROCHLORIDE,40MG,Unknown
RIVASTIGMINE TARTRATE,CAPSULE;ORAL,RIVASTIGMINE TARTRATE,EQ 1.5MG BASE,Unknown
RIVASTIGMINE TARTRATE,CAPSULE;ORAL,RIVASTIGMINE TARTRATE,EQ 3MG BASE,Unknown
RIVASTIGMINE TARTRATE,CAPSULE;ORAL,RIVASTIGMINE TARTRATE,EQ 4.5MG BASE,Unknown
RIVASTIGMINE TARTRATE,CAPSULE;ORAL,RIVASTIGMINE TARTRATE,EQ 6MG BASE,Unknown
RIVASTIGMINE TARTRATE,CAPSULE;ORAL,RIVASTIGMINE TARTRATE,EQ 1.5MG BASE,Unknown
RIVASTIGMINE TARTRATE,CAPSULE;ORAL,RIVASTIGMINE TARTRATE,EQ 3MG BASE,Unknown
RIVASTIGMINE TARTRATE,CAPSULE;ORAL,RIVASTIGMINE TARTRATE,EQ 4.5MG BASE,Unknown
RIVASTIGMINE TARTRATE,CAPSULE;ORAL,RIVASTIGMINE TARTRATE,EQ 6MG BASE,Unknown
RIVASTIGMINE TARTRATE,CAPSULE;ORAL,RIVASTIGMINE TARTRATE,EQ 1.5MG BASE,Unknown
RIVASTIGMINE TARTRATE,CAPSULE;ORAL,RIVASTIGMINE TARTRATE,EQ 3MG BASE,Unknown
RIVASTIGMINE TARTRATE,CAPSULE;ORAL,RIVASTIGMINE TARTRATE,EQ 4.5MG BASE,Unknown
RIVASTIGMINE TARTRATE,CAPSULE;ORAL,RIVASTIGMINE TARTRATE,EQ 6MG BASE,Unknown
RISEDRONATE SODIUM,TABLET;ORAL,RISEDRONATE SODIUM,5MG,Unknown
RISEDRONATE SODIUM,TABLET;ORAL,RISEDRONATE SODIUM,30MG,Unknown
RISEDRONATE SODIUM,TABLET;ORAL,RISEDRONATE SODIUM,35MG,Unknown
ADENOSINE,INJECTABLE;INJECTION,ADENOSINE,3MG/ML,Unknown
VALACYCLOVIR HYDROCHLORIDE,TABLET;ORAL,VALACYCLOVIR HYDROCHLORIDE,EQ 500MG BASE,Unknown
VALACYCLOVIR HYDROCHLORIDE,TABLET;ORAL,VALACYCLOVIR HYDROCHLORIDE,EQ 1GM BASE,Unknown
TERBINAFINE HYDROCHLORIDE,TABLET;ORAL,TERBINAFINE HYDROCHLORIDE,EQ 250MG BASE,Unknown
TERBINAFINE HYDROCHLORIDE,TABLET;ORAL,TERBINAFINE HYDROCHLORIDE,EQ 250MG BASE,Unknown
CIPROFLOXACIN IN DEXTROSE 5% IN PLASTIC CONTAINER,INJECTABLE;INJECTION,CIPROFLOXACIN,200MG/100ML,Unknown
CIPROFLOXACIN IN DEXTROSE 5% IN PLASTIC CONTAINER,INJECTABLE;INJECTION,CIPROFLOXACIN,400MG/200ML,Unknown
CARBOPLATIN,INJECTABLE;INTRAVENOUS,CARBOPLATIN,50MG/5ML (10MG/ML),Unknown
CARBOPLATIN,INJECTABLE;INTRAVENOUS,CARBOPLATIN,150MG/15ML (10MG/ML),Unknown
CARBOPLATIN,INJECTABLE;INTRAVENOUS,CARBOPLATIN,450MG/45ML (10MG/ML),Unknown
CARBOPLATIN,INJECTABLE;INTRAVENOUS,CARBOPLATIN,600MG/60ML (10MG/ML),Unknown
CITALOPRAM HYDROBROMIDE,TABLET;ORAL,CITALOPRAM HYDROBROMIDE,EQ 40MG BASE,Unknown
CITALOPRAM HYDROBROMIDE,TABLET;ORAL,CITALOPRAM HYDROBROMIDE,EQ 20MG BASE,Unknown
METHADONE HYDROCHLORIDE,"TABLET, FOR SUSPENSION;ORAL",METHADONE HYDROCHLORIDE,40MG,Unknown
FOSINOPRIL SODIUM AND HYDROCHLOROTHIAZIDE,TABLET;ORAL,FOSINOPRIL SODIUM; HYDROCHLOROTHIAZIDE,10MG;12.5MG,Unknown
FOSINOPRIL SODIUM AND HYDROCHLOROTHIAZIDE,TABLET;ORAL,FOSINOPRIL SODIUM; HYDROCHLOROTHIAZIDE,20MG;12.5MG,Unknown
FLUTICASONE PROPIONATE,OINTMENT;TOPICAL,FLUTICASONE PROPIONATE,0.005%,Unknown
FAMOTIDINE,TABLET;ORAL,FAMOTIDINE,10MG,Unknown
CLONAZEPAM,TABLET;ORAL,CLONAZEPAM,0.5MG,Unknown
CLONAZEPAM,TABLET;ORAL,CLONAZEPAM,1MG,Unknown
CLONAZEPAM,TABLET;ORAL,CLONAZEPAM,2MG,Unknown
TERCONAZOLE,SUPPOSITORY;VAGINAL,TERCONAZOLE,80MG,Unknown
MILRINONE LACTATE IN DEXTROSE 5% IN PLASTIC CONTAINER,INJECTABLE;INJECTION,MILRINONE LACTATE,EQ 20MG BASE/100ML (EQ 0.2MG BASE/ML),Unknown
MILRINONE LACTATE IN DEXTROSE 5%,INJECTABLE;INJECTION,MILRINONE LACTATE,EQ 40MG BASE/200ML (EQ 0.2MG BASE/ML),Unknown
TERBUTALINE SULFATE,TABLET;ORAL,TERBUTALINE SULFATE,2.5MG,Unknown
TERBUTALINE SULFATE,TABLET;ORAL,TERBUTALINE SULFATE,5MG,Unknown
LORATADINE REDIDOSE,"TABLET, ORALLY DISINTEGRATING;ORAL",LORATADINE,10MG,Unknown
FENTANYL-25,"FILM, EXTENDED RELEASE;TRANSDERMAL",FENTANYL,25MCG/HR,Unknown
FENTANYL-50,"FILM, EXTENDED RELEASE;TRANSDERMAL",FENTANYL,50MCG/HR,Unknown
FENTANYL-75,"FILM, EXTENDED RELEASE;TRANSDERMAL",FENTANYL,75MCG/HR,Unknown
FENTANYL-100,"FILM, EXTENDED RELEASE;TRANSDERMAL",FENTANYL,100MCG/HR,Unknown
FENTANYL-12,"[""FILM, EXTENDED RELEASE"", ""TRANSDERMAL""]",FENTANYL,"[""12.5MCG/HR""]",Prescription
FENTANYL-37,"[""FILM, EXTENDED RELEASE"", ""TRANSDERMAL""]",FENTANYL,"[""37.5MCG/HR""]",Prescription
FENTANYL-62,"[""FILM, EXTENDED RELEASE"", ""TRANSDERMAL""]",FENTANYL,"[""62.5MCG/HR""]",Prescription
FENOLDOPAM MESYLATE,INJECTABLE;INJECTION,FENOLDOPAM MESYLATE,EQ 10MG BASE/ML,Unknown
LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE,TABLET;ORAL,HYDROCHLOROTHIAZIDE; LOSARTAN POTASSIUM,12.5MG;50MG,Unknown
LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE,TABLET;ORAL,HYDROCHLOROTHIAZIDE; LOSARTAN POTASSIUM,12.5MG;100MG,Unknown
LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE,TABLET;ORAL,HYDROCHLOROTHIAZIDE; LOSARTAN POTASSIUM,25MG;100MG,Unknown
IRBESARTAN,TABLET;ORAL,IRBESARTAN,75MG,Unknown
IRBESARTAN,TABLET;ORAL,IRBESARTAN,150MG,Unknown
IRBESARTAN,TABLET;ORAL,IRBESARTAN,300MG,Unknown
AMIODARONE HYDROCHLORIDE,INJECTABLE;INJECTION,AMIODARONE HYDROCHLORIDE,50MG/ML,Unknown
SERTRALINE HYDROCHLORIDE,TABLET;ORAL,SERTRALINE HYDROCHLORIDE,EQ 25MG BASE,Unknown
SERTRALINE HYDROCHLORIDE,TABLET;ORAL,SERTRALINE HYDROCHLORIDE,EQ 50MG BASE,Unknown
SERTRALINE HYDROCHLORIDE,TABLET;ORAL,SERTRALINE HYDROCHLORIDE,EQ 100MG BASE,Unknown
SERTRALINE HYDROCHLORIDE,TABLET; ORAL,SERTRALINE HYDROCHLORIDE,150MG,Unknown
SERTRALINE HYDROCHLORIDE,"[""TABLET"", "" ORAL""]",SERTRALINE HYDROCHLORIDE,"[""200MG""]",Discontinued
SUMATRIPTAN SUCCINATE,TABLET;ORAL,SUMATRIPTAN SUCCINATE,EQ 25MG BASE,Unknown
SUMATRIPTAN SUCCINATE,TABLET;ORAL,SUMATRIPTAN SUCCINATE,EQ 50MG BASE,Unknown
SUMATRIPTAN SUCCINATE,TABLET;ORAL,SUMATRIPTAN SUCCINATE,EQ 100MG BASE,Unknown
GRANISETRON HYDROCHLORIDE PRESERVATIVE FREE,INJECTABLE;INJECTION,GRANISETRON HYDROCHLORIDE,EQ 1MG BASE/ML (EQ 1MG BASE/ML),Unknown
VENLAFAXINE HYDROCHLORIDE,TABLET;ORAL,VENLAFAXINE HYDROCHLORIDE,EQ 25MG BASE,Unknown
VENLAFAXINE HYDROCHLORIDE,TABLET;ORAL,VENLAFAXINE HYDROCHLORIDE,EQ 37.5MG BASE,Unknown
VENLAFAXINE HYDROCHLORIDE,TABLET;ORAL,VENLAFAXINE HYDROCHLORIDE,EQ 50MG BASE,Unknown
VENLAFAXINE HYDROCHLORIDE,TABLET;ORAL,VENLAFAXINE HYDROCHLORIDE,EQ 75MG BASE,Unknown
VENLAFAXINE HYDROCHLORIDE,"[""TABLET"", ""ORAL""]",VENLAFAXINE HYDROCHLORIDE,"[""EQ 100MG BASE""]",Discontinued
DIDANOSINE,"CAPSULE, DELAYED REL PELLETS;ORAL",DIDANOSINE,200MG,Unknown
DIDANOSINE,"CAPSULE, DELAYED REL PELLETS;ORAL",DIDANOSINE,250MG,Unknown
DIDANOSINE,"CAPSULE, DELAYED REL PELLETS;ORAL",DIDANOSINE,400MG,Unknown
FLUTICASONE PROPIONATE,OINTMENT;TOPICAL,FLUTICASONE PROPIONATE,0.005%,Unknown
ISRADIPINE,CAPSULE;ORAL,ISRADIPINE,2.5MG,Unknown
ISRADIPINE,CAPSULE;ORAL,ISRADIPINE,5MG,Unknown
CETIRIZINE HYDROCHLORIDE AND PSEUDOEPHEDRINE HYDROCHLORIDE,"TABLET, EXTENDED RELEASE;ORAL",CETIRIZINE HYDROCHLORIDE; PSEUDOEPHEDRINE HYDROCHLORIDE,5MG;120MG,Unknown
CLONAZEPAM,"TABLET, ORALLY DISINTEGRATING;ORAL",CLONAZEPAM,0.125MG,Unknown
CLONAZEPAM,"TABLET, ORALLY DISINTEGRATING;ORAL",CLONAZEPAM,0.25MG,Unknown
CLONAZEPAM,"TABLET, ORALLY DISINTEGRATING;ORAL",CLONAZEPAM,0.5MG,Unknown
CLONAZEPAM,"TABLET, ORALLY DISINTEGRATING;ORAL",CLONAZEPAM,1MG,Unknown
CLONAZEPAM,"[""TABLET, ORALLY DISINTEGRATING"", ""ORAL""]",CLONAZEPAM,"[""2MG""]",Prescription
ONDANSETRON HYDROCHLORIDE,INJECTABLE;INJECTION,ONDANSETRON HYDROCHLORIDE,EQ 2MG BASE/ML,Unknown
ONDANSETRON HYDROCHLORIDE PRESERVATIVE FREE,INJECTABLE;INJECTION,ONDANSETRON HYDROCHLORIDE,EQ 2MG BASE/ML,Unknown
FOSCARNET SODIUM,INJECTABLE;INJECTION,FOSCARNET SODIUM,2.4GM/100ML,Unknown
METOPROLOL SUCCINATE,"TABLET, EXTENDED RELEASE;ORAL",METOPROLOL SUCCINATE,EQ 50MG TARTRATE,Unknown
GRANISETRON HYDROCHLORIDE,INJECTABLE;INJECTION,GRANISETRON HYDROCHLORIDE,EQ 4MG BASE/4ML (EQ 1MG BASE/ML),Unknown
AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE,CAPSULE;ORAL,AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE,EQ 2.5MG BASE;10MG,Unknown
AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE,CAPSULE;ORAL,AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE,EQ 5MG BASE;10MG,Unknown
AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE,CAPSULE;ORAL,AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE,EQ 5MG BASE;20MG,Unknown
AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE,CAPSULE;ORAL,AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE,EQ 10MG BASE;20MG,Unknown
AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE,"[""CAPSULE"", ""ORAL""]",AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE,"[""EQ 5MG BASE"", ""40MG""]",Discontinued
AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE,"[""CAPSULE"", ""ORAL""]",AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE,"[""EQ 10MG BASE"", ""40MG""]",Discontinued
MOMETASONE FUROATE,LOTION;TOPICAL,MOMETASONE FUROATE,0.1%,Unknown
BACLOFEN,TABLET;ORAL,BACLOFEN,10MG,Unknown
DESOGESTREL AND ETHINYL ESTRADIOL,TABLET;ORAL-28,DESOGESTREL; ETHINYL ESTRADIOL,"0.1MG,0.125MG,0.15MG;0.025MG,0.025MG,0.025MG",Unknown
DESOGESTREL; ETHINYL ESTRADIOL,TABLET; ORAL-28,DESOGESTREL; ETHINYL ESTRADIOL,0.125MG/0.025MG,Unknown
DESOGESTREL; ETHINYL ESTRADIOL,TABLET; ORAL-28,DESOGESTREL; ETHINYL ESTRADIOL,0.15MG/0.025MG,Unknown
AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE,CAPSULE;ORAL,AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE,EQ 2.5MG BASE;10MG,Unknown
AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE,CAPSULE;ORAL,AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE,EQ 5MG BASE;10MG,Unknown
AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE,CAPSULE;ORAL,AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE,EQ 5MG BASE;20MG,Unknown
AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE,CAPSULE;ORAL,AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE,EQ 10MG BASE;20MG,Unknown
TRAMADOL HYDROCHLORIDE AND ACETAMINOPHEN,TABLET;ORAL,ACETAMINOPHEN; TRAMADOL HYDROCHLORIDE,325MG;37.5MG,Unknown
GRANISETRON HYDROCHLORIDE,INJECTABLE;INJECTION,GRANISETRON HYDROCHLORIDE,EQ 4MG BASE/4ML (EQ 1MG BASE/ML),Unknown
GRANISETRON HYDROCHLORIDE,INJECTABLE;INJECTION,GRANISETRON HYDROCHLORIDE,EQ 1MG BASE/ML (EQ 1MG BASE/ML),Unknown
MILRINONE LACTATE,INJECTABLE;INJECTION,MILRINONE LACTATE,EQ 1MG BASE/ML,Unknown
CLONAZEPAM,"TABLET, ORALLY DISINTEGRATING;ORAL",CLONAZEPAM,0.125MG,Unknown
CLONAZEPAM,"TABLET, ORALLY DISINTEGRATING;ORAL",CLONAZEPAM,0.25MG,Unknown
CLONAZEPAM,"TABLET, ORALLY DISINTEGRATING;ORAL",CLONAZEPAM,0.5MG,Unknown
CLONAZEPAM,"TABLET, ORALLY DISINTEGRATING;ORAL",CLONAZEPAM,1MG,Unknown
CLONAZEPAM,"[""TABLET, ORALLY DISINTEGRATING"", ""ORAL""]",CLONAZEPAM,"[""2MG""]",Prescription
TERBINAFINE HYDROCHLORIDE,TABLET;ORAL,TERBINAFINE HYDROCHLORIDE,EQ 250MG BASE,Unknown
PROPOXYPHENE NAPSYLATE AND ACETAMINOPHEN,TABLET;ORAL,ACETAMINOPHEN; PROPOXYPHENE NAPSYLATE,500MG;100MG,Unknown
METRONIDAZOLE,LOTION;TOPICAL,METRONIDAZOLE,0.75%,Unknown
ALPRAZOLAM,"TABLET, EXTENDED RELEASE;ORAL",ALPRAZOLAM,0.5MG,Unknown
ALPRAZOLAM,"TABLET, EXTENDED RELEASE;ORAL",ALPRAZOLAM,1MG,Unknown
ALPRAZOLAM,"TABLET, EXTENDED RELEASE;ORAL",ALPRAZOLAM,2MG,Unknown
ALPRAZOLAM,"TABLET, EXTENDED RELEASE;ORAL",ALPRAZOLAM,3MG,Unknown
ZADITOR,SOLUTION/DROPS;OPHTHALMIC,KETOTIFEN FUMARATE,EQ 0.025% BASE,Unknown
KETOROLAC TROMETHAMINE,INJECTABLE;INJECTION,KETOROLAC TROMETHAMINE,30MG/ML,Unknown
CHOLESTYRAMINE LIGHT,POWDER;ORAL,CHOLESTYRAMINE,EQ 4GM RESIN/PACKET,Unknown
CHOLESTYRAMINE LIGHT,POWDER;ORAL,CHOLESTYRAMINE,EQ 4GM RESIN/SCOOPFUL,Unknown
CHOLESTYRAMINE,POWDER;ORAL,CHOLESTYRAMINE,EQ 4GM RESIN/PACKET,Unknown
CHOLESTYRAMINE,POWDER;ORAL,CHOLESTYRAMINE,EQ 4GM RESIN/SCOOPFUL,Unknown
IRBESARTAN,TABLET;ORAL,IRBESARTAN,75MG,Unknown
IRBESARTAN,TABLET;ORAL,IRBESARTAN,150MG,Unknown
IRBESARTAN,TABLET;ORAL,IRBESARTAN,300MG,Unknown
SERTRALINE HYDROCHLORIDE,TABLET;ORAL,SERTRALINE HYDROCHLORIDE,EQ 25MG BASE,Unknown
SERTRALINE HYDROCHLORIDE,TABLET;ORAL,SERTRALINE HYDROCHLORIDE,EQ 50MG BASE,Unknown
SERTRALINE HYDROCHLORIDE,TABLET;ORAL,SERTRALINE HYDROCHLORIDE,EQ 100MG BASE,Unknown
CILOSTAZOL,TABLET;ORAL,CILOSTAZOL,100MG,Unknown
CILOSTAZOL,TABLET;ORAL,CILOSTAZOL,50MG,Unknown
CYCLOBENZAPRINE HYDROCHLORIDE,TABLET;ORAL,CYCLOBENZAPRINE HYDROCHLORIDE,10MG,Unknown
CYCLOBENZAPRINE HYDROCHLORIDE,TABLET;ORAL,CYCLOBENZAPRINE HYDROCHLORIDE,5MG,Unknown
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,EQ 15MG BASE,Unknown
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,EQ 30MG BASE,Unknown
PIOGLITAZONE HYDROCHLORIDE,TABLET;ORAL,PIOGLITAZONE HYDROCHLORIDE,EQ 45MG BASE,Unknown
METFORMIN HYDROCHLORIDE,"TABLET, EXTENDED RELEASE;ORAL",METFORMIN HYDROCHLORIDE,750MG,Unknown
DESMOPRESSIN ACETATE,SOLUTION;NASAL,DESMOPRESSIN ACETATE,0.01%,Unknown
CITALOPRAM HYDROBROMIDE,TABLET;ORAL,CITALOPRAM HYDROBROMIDE,EQ 10MG BASE,Unknown
CITALOPRAM HYDROBROMIDE,TABLET;ORAL,CITALOPRAM HYDROBROMIDE,EQ 20MG BASE,Unknown
CITALOPRAM HYDROBROMIDE,TABLET;ORAL,CITALOPRAM HYDROBROMIDE,EQ 40MG BASE,Unknown
ZOLPIDEM TARTRATE,TABLET;ORAL,ZOLPIDEM TARTRATE,5MG,Unknown
ZOLPIDEM TARTRATE,TABLET;ORAL,ZOLPIDEM TARTRATE,10MG,Unknown
AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE,CAPSULE;ORAL,AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE,EQ 2.5MG BASE;10MG,Unknown
AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE,CAPSULE;ORAL,AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE,EQ 5MG BASE;10MG,Unknown
AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE,CAPSULE;ORAL,AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE,EQ 5MG BASE;20MG,Unknown
AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE,CAPSULE;ORAL,AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE,EQ 10MG BASE;20MG,Unknown
THYROSHIELD,SOLUTION;ORAL,POTASSIUM IODIDE,65MG/ML,Unknown
IRINOTECAN HYDROCHLORIDE,INJECTABLE;INJECTION,IRINOTECAN HYDROCHLORIDE,40MG/2ML (20MG/ML),Unknown
IRINOTECAN HYDROCHLORIDE,INJECTABLE;INJECTION,IRINOTECAN HYDROCHLORIDE,100MG/5ML (20MG/ML),Unknown
PILOCARPINE HYDROCHLORIDE,TABLET;ORAL,PILOCARPINE HYDROCHLORIDE,5MG,Unknown
PILOCARPINE HYDROCHLORIDE,TABLET;ORAL,PILOCARPINE HYDROCHLORIDE,7.5MG,Unknown
LAMIVUDINE,TABLET;ORAL,LAMIVUDINE,150MG,Unknown
LAMIVUDINE,TABLET;ORAL,LAMIVUDINE,300MG,Unknown
FOSINOPRIL SODIUM,TABLET;ORAL,FOSINOPRIL SODIUM,10MG,Unknown
FOSINOPRIL SODIUM,TABLET;ORAL,FOSINOPRIL SODIUM,20MG,Unknown
FOSINOPRIL SODIUM,TABLET;ORAL,FOSINOPRIL SODIUM,40MG,Unknown
TERBINAFINE HYDROCHLORIDE,TABLET;ORAL,TERBINAFINE HYDROCHLORIDE,EQ 250MG BASE,Unknown
RIBAVIRIN,CAPSULE;ORAL,RIBAVIRIN,200MG,Unknown
BROMOCRIPTINE MESYLATE,CAPSULE;ORAL,BROMOCRIPTINE MESYLATE,EQ 5MG BASE,Unknown
HALOBETASOL PROPIONATE,CREAM;TOPICAL,HALOBETASOL PROPIONATE,0.05%,Unknown
CITALOPRAM HYDROBROMIDE,TABLET;ORAL,CITALOPRAM HYDROBROMIDE,EQ 10MG BASE,Unknown
CITALOPRAM HYDROBROMIDE,TABLET;ORAL,CITALOPRAM HYDROBROMIDE,EQ 20MG BASE,Unknown
CITALOPRAM HYDROBROMIDE,TABLET;ORAL,CITALOPRAM HYDROBROMIDE,EQ 40MG BASE,Unknown
CAFFEINE CITRATE,SOLUTION;INTRAVENOUS,CAFFEINE CITRATE,EQ 30MG BASE/3ML (EQ 10MG BASE/ML),Unknown
